,681139,Haartlaub's Francolin,,27723870
,3596065,Manipur Bush Quail,,27093347
,3596064,Rock Bush Quail,,27224921
,54482,Jungle Bush Quail,,27224923
,3596063,Painted Bush Quail,,26792545
,124997,Sand Partridge,,27237567
,3596066,See-see Partridge,,26876952
,356747,Barbary Partridge,,27743687
,932284,Arabian Partridge,,27156002
,51358,chukar,,27739509
,51360,Red-legged Partridge,,23598034
,356741,Rusty-necklaced Partridge,,
,356743,Rock Partridge,,31921855
,932287,Philby's Partridge,,28387181
,3596071,Caucasian Snowcock,,27169395
,1033586,Tibetan Snowcock,,26792725
,436875,Caspian Snowcock,,27169293
,849558,Himalayan Snowcock,,26846554
,1033589,Altai Snowcock,,26876430
,727334,Crested Argus,,27114088
,521339,Great Argus Pheasant,,27316643
,3596095,Black Partridge,,
,352755,Crested Partridge,,28717702
,136466,Ferruginous Partridge,,27258691
,1077380,Boulton's Hill Partridge,,
,3596058,Red-billed Partridge,,
,3596055,Chestnut-headed Tree Partridge,,
,991317,Common Hill Partridge,,27179133
,3596054,Horsfield's hill partridge,,27157874
,3596057,Green-legged Hill-Partridge,,27143400
,3596048,Brown-breasted Hill Partridge,,27094195
,3596059,Taiwan Partridge,,29256368
,74933,Rufous-throated Hill-Partridge,,27310189
,746380,White-browed Hill Partridge,,26847126
,3596053,Red-breasted Partridge,,27169264
,3596061,Campbell's hill partridge,,27157874
,54198,Chestnut-bellied Partridge,,27220778
,3596050,Scaly-breasted Partridge,,
,3596051,White-cheeked Partridge,,26792161
,3596049,Roll's hill partridge,,
,586082,Hainan Hill Partridge,,27145636
,3596052,Sumartran Hill Partridge,,
,3596062,Red-breasted Hill Partridge,,27093348
,3596056,David's Tree Partridge,,23598060
,54195,Udzungwa Partridge,,
,554512,Nahan’s Francolin,,32775663
,684040,Vulturine Guineafowl,,27752074
,342271,White-breasted Guineafowl,,26834829
,3596015,Black Guineafowl,,26843988
,684046,Helmeted Guineafowl,,25628971
,104461,Plumed Guineafowl,,27236662
,684048,Crested Guineafowl,,30865969
,80424,Highland Guan,,27155975
,188777,Black Guan,,24884748
,488154,Sickle-winged Guan,,27279895
,963344,Wattled Guan,,31641488
,157735,Trinidad Piping Guan,,
,157739,Blue-throated Piping Guan,,31875284
,157745,Red-throated Piping Guan,,
,1014142,Black-fronted Piping Guan,,13464771
,1024690,Marail Guan,,27158445
,1024688,White-crested Guan,,27220569
,109884,Rusty-margined Guan,,19217527
,157743,Chestnut-bellied Guan,,31346300
,1014136,Dusky-legged Guan,,29254801
,3596021,Baudo Guan,,
,712301,Band-tailed Guan,,27116839
,3596020,Red-faced Guan,,
,174442,white-winged guan,,
,109886,Spix's Guan,,27873911
,3596022,White-browed Guan,,32422348
,157741,Crested Guan,,27719505
,188772,Andean Guan,,26746441
,3596023,Cauca Guan,,
,658355,Bearded Guan,,
,132829,Great Curassow,,29210496
,654723,Yellow-knobbed Curassow,,31646565
,654700,Wattled Curassow,,27760744
,654722,Smooth-billed Curassow,,5817966
,654699,Bare-faced Curassow,,27726987
,488156,red-billed curassow,,26929174
,654721,Blue-knobbed Curassow,,27695684
,786420,Salvin's Curassow,,
,488151,Razor-billed Curassow,,27061077
,786422,Southern helmeted curassow,,27750696
,571014,Lesser Razor-billed Curassow,,23598426
,385229,Alagoas Curassow,,27222049
,1014138,Helmeted Curassow,,27289494
,488148,Nocturnal Curassow,,27753263
,4947471,Rufous-bellied Chachalaca,,24884758
,209805,West Mexican Chachalaca,,32342911
,488158,Chaco Chachalaca,,25629836
,1061401,Speckled Chachalaca,,28718077
,520559,Grey-headed Chachalaca,,23022344
,4947474,Rufous-headed Chachalaca,,31374022
,188785,Chestnut-winged Chachalaca,,27153249
,188779,Rufous-vented Chachalaca,,25687394
,188783,White-bellied Chachalaca,,
,109882,Texan chachalaca,,32344364
,4947472,Buff-browed Chachalaca,,
,188788,Little Chachalaca,,
,488145,horned guan,,27769615
,3596031,Sula Scrub Fowl,,
,570964,Bismarck Scrub Fowl,,27114315
,1014129,Orange-footed Scrub Fowl,,23598420
,837568,Dusky Scrub Fowl,,27045496
,3596033,Biak Scrubfowl,,
,227315,Tongan Megapode,,27148414
,227314,Banks Islands Scrub Fowl,,27113623
,3596029,micronesian megapode,,27043070
,3596032,Nicobar Scrub Fowl,,27097254
,255470,Philippine Scrub Fowl,,32774737
,750772,Tanimbar Scrubfowl,,
,750774,Moluccas Scrub Fowl,,27113621
,750781,Maleo,,26838695
,3596027,Red-billed Brush Turkey,,
,3596028,Collared Brushturkey,,
,176333,Black-billed Brush Turkey,,
,3596026,Waigeo Brushturkey,,
,352749,Wattled Brushturkey,,27744028
,570956,Brush Turkey,,13145790
,109888,Mallee Fowl,,27810397
,860132,Southern Screamer,,27487043
,241848,Northern Screamer,,27289499
,767829,Horned Screamer,,25668840
,714464,Magpie Goose,,26850593
,662604,Black-billed Whistling Duck,,26877486
,662608,Black-bellied Whistling Duck,,27702769
,737604,Lesser Whistling Duck,,28582918
,662615,Plumed Whistling Duck,,25674163
,662618,Fulvus Whistling Duck,,2006952
,737607,Spotted Whistling Duck,,2006949
,662622,White-faced Whistling Duck,,21938532
,662612,Wandering Whistling Duck,,23372838
,539138,White-backed Duck,,23373827
,870606,Trumpeter Swan,,26876819
,817994,Whooper Swan,,27727627
,207360,Tundra Swan,,25621168
,140314,Mute Swan,,25575109
,140312,Black Swan,,19747593
,318892,Black-necked Swan,,25621201
,166688,emporer goose,,2006893
,190878,Snow Goose,,2006888
,767830,Ross's Snow Goose,,26790882
,970372,Pink-footed Goose,,26831673
,190892,Swan Goose,,27739772
,190887,Greylag Goose,,26862405
,691333,lesser white-fronted goose,,27690321
,190897,Bar-headed Goose,,26893712
,325140,bean geese,,26862405
,430239,Greater White-fronted Goose,,26886533
,799106,Red-breasted Goose,,27815882
,799124,Barnacle Goose,,24987856
,972531,cackling goose,,2006974
,767835,nene,,25789745
,714461,Canada Goose,,26784947
,135287,Brent Goose,,5816289
,714459,Cereopsis Goose,,26853072
,140305,Coscoroba Swan,,28419886
,1082830,Pink-eared Duck,,23373378
,317736,Black-headed Duck,,27114245
,432041,Musk Duck,,2006886
,962771,Freckled Duck,,23373789
,770733,Andean Teal,,26883074
,82424,Hottentot Teal,,24884470
,604173,Argentine Shoveller,,23372328
,604189,Cape Shoveler,,26879486
,656794,Northern Shoveler,,27760844
,962755,Australasian Shoveler,,13146472
,82415,Blue-winged Teal,,26821925
,82411,Silver Teal,,27712231
,604176,Garganey,,31618012
,30854,Versicolor Teal,,24922117
,604186,Puna Teal,,23372333
,82425,Sunda Teal,,26891826
,1086566,baikal teal,,23372321
,3595905,Eaton's Pintail,,26870863
,962757,Marianas Mallard,,2007053
,30855,Yellow-billed Duck,,25619218
,604172,Meller's Duck,,25666131
,604182,Spotbill Duck,,25622063
,765167,Mallard,,26823956
,604175,Philippine Duck,,27828099
,339494,laysan duck,,23372323
,82422,mottled duck,,25676916
,604178,American Black Duck,,2007052
,30858,African Black Duck,,23372342
,133895,koloa,,28419844
,765188,Cape Teal,,24922118
,656778,Bahama duck,,23372314
,855474,Northern Pintail,,26861493
,82421,Georgian Teal,,29882987
,82414,Red-billed Pintail,,26853025
,282355,Chestnut-breasted Teal,,2007048
,282358,Grey Teal,,27688396
,656779,Bernier's Teal,,30072484
,656791,Flightless Teal,,25666127
,656784,Brown Teal,,24911970
,877771,Campbell island teal,,25690095
,656799,Common Teal,,2007023
,82417,Yellow-billed Teal,,27941081
,30856,Gadwall,,2007015
,82420,Falcated Duck,,8998410
,765180,Eurasian Widgeon,,31932455
,656788,American Wigeon,,2007010
,604188,Chiloe Wigeon,,26871994
,386305,Fuegian Steamer Duck,,29278917
,822329,Falkland Steamer Duck,,25664242
,822325,Chubut Steamer Duck,,27319966
,822326,Flying Steamer Duck,,
,30845,Brazilian Teal,,23372308
,552042,Spectacled Duck,,26798486
,552046,Crested Duck,,28420014
,423364,Blue Duck,,23373165
,88385,Comb Duck,,25802029
,436829,Australian Wood Duck,,25807694
,552044,Ringed Teal,,26794331
,196654,Torrent Duck,,26862051
,3595964,Salvadori's Teal,,27276893
,140301,Blue-winged Goose,,8998381
,5859875,Hartlaub's Duck,,25669030
,552052,Marbled Duck,,2007063
,3595899,New Zealand Scaup,,32320797
,962759,White-eyed Duck,,23372498
,789865,Ferruginous Duck,,27772592
,3595901,Madagascar Pochard,,23569253
,832938,gray duck,,31949591
,817989,Pochard,,26887079
,1044563,black-head duck,,23372505
,693332,American pochard,,23372488
,1044556,lesser black-head duck,,26876695
,1044561,Greater Scaup,,26784894
,817992,Tufted Duck,,31931858
,3595900,Baer’s Pochard,,23372499
,693335,Red-crested Pochard,,25798754
,822334,Southern Pochard,,23373450
,857019,Rosy-billed Pochard,,23373451
,196647,Ruddy-headed Goose,,24875949
,88391,Orinoco Goose,,28420052
,140307,Andean Goose,,23372695
,140309,Magellan Goose,,21942342
,332099,Ashy-headed Goose,,24875949
,196652,Kelp Goose,,31357447
,693339,Egyptian Goose,,24905316
,30847,Shelduck,,24954304
,857011,South African Shelduck,,13145085
,282323,ruddy shelduck,,25801791
,282327,Mountain Duck,,28668358
,166697,Paradise Shelduck,,30821100
,522863,Radjah Shelduck,,25804307
,714469,Musk Duck,,27741032
,765195,acorn duck,,26779884
,765197,Mandarin,,25611727
,316879,Long-tailled Duck,,28668075
,679317,Sea Mouse,,32314281
,633262,King Eider,,2007095
,785961,Common Eider,,31932115
,430245,Fischer's eider,,2007103
,1050966,little eider,,2007113
,809009,cock robin,,23365032
,271787,Chinese Merganser,,25695821
,88388,Goosander,,31322517
,662625,Red-breasted Merganser,,25772747
,3595919,Brazilian Merganser,,27189212
,166692,Smew,,25798755
,780952,Barrow's Goldeneye,,2007125
,166683,Common Goldeneye,,22991842
,654820,butterball,,25618238
,972541,White-winged Scoter,,27690105
,972536,baldpate,,27703944
,948668,Common Scoter,,26859457
,822327,Spur-winged Goose,,23373595
,436835,Green Pygmy Goose,,23373456
,822330,African Pygmy Goose,,25677746
,436833,Cotton Teal,,27713186
,432044,Australian Blue-billed Duck,,2007139
,579099,White-headed Duck,,32395059
,579110,Maccoa Duck,,27220228
,88378,Noddy,,25618233
,88380,Argentine Blue-billed Duck,,23373496
,892281,St. Domingo duck,,26799392
,3600478,Little Button-quail,,32422527
,418884,Barred Buttonquail,,31632534
,943591,Yellow-legged Button-Quail,,27094578
,3600483,Worcester's Buttonquail,,
,3600476,Black-breasted Buttonquail,,26902909
,5857193,Black-rumped Buttonquail,,
,5857194,Little Button-quail,,30100600
,3600485,Spotted Buttonquail,,27169107
,3600479,Madagascan buttonquail,,27219907
,3600482,Chestnut-backed Buttonquail,,32422536
,3600486,Red-backed Buttonquail,,31665708
,3600473,Buff-breasted Buttonquail,,
,5857195,Painted Buttonquail,,26925340
,3600481,Sumba Button-Quail,,29676420
,418888,Red-chested Buttonquail,,26844168
,3600492,Lark Buttonquail,,27227452
,915882,Common Noddy,,2007347
,417372,black noddy,,32306690
,915884,black noddy,,27151862
,4130477,Damara Tern,,27796292
,499945,Brown's tern,,25662331
,129400,Amazon Tern,,27727634
,293653,Little Tern,,27772379
,47401,Fairy Tern,,27183600
,1021956,Gull-billed Tern,,27731006
,3596941,River Tern,,24874414
,3596944,Kerguelen Tern,,32368559
,651058,Caspian Tern,,27717795
,3596947,White-cheeked Tern,,27053817
,4130478,Saunders' Tern,,
,341047,Inca Tern,,27873796
,341032,Elegant Tern,,27052687
,154128,Cabot's tern,,27747306
,341034,Great Crested-Tern,,27768165
,5560031,Lesser Crester Tern,,27747439
,1073497,royal tern,,2007380
,809006,Arctic Tern,,25627550
,738509,South American Tern,,26904638
,966611,Antarctic Tern,,23365479
,1057459,sea-swallow,,25604760
,966604,black-naped tern,,2007370
,285543,Roseate Tern,,27304727
,966606,black-naped tern,,2007388
,1031870,Trudeau's Tern,,27172647
,341030,Forster's Tern,,26877065
,915891,White-winged Black Tern,,27770301
,234666,Black Tern,,26876053
,915886,Whiskered Tern,,26881147
,4130479,Peruvian Tern,,
,341038,Black-fronted Tern,,26806543
,341044,Large-billed Tern,,27115206
,3596946,Black-bellied Tern,,26916773
,7642,Spectacled Tern,,26798496
,7639,bridled tern,,13168583
,651055,Sooty Tern,,25803621
,47413,aleutian tern,,2007391
,3596903,Chinese Crested Tern,,
,5560030,Little White-Tern,,
,915897,Angel Tern,,24945856
,3596960,Grey Noddy,,26904487
,304310,Blue Noddy,,27109571
,583040,Ross' gull,,19679335
,500429,Swallow-tailed Gull,,2007582
,282132,Magellan Gull,,27718049
,993035,Gray Gull,,23373290
,436747,Laughing Gull,,27745550
,965054,Franklin's Gull,,31542908
,704183,Lava Gull,,2007575
,704174,Belcher's gull,,28667910
,766942,Black-tailed Gull,,28668892
,704180,Olrog's Gull,,27173040
,704175,Pacific Gull,,2007641
,119599,Common Gull,,32156519
,509055,heermann's gull,,26842324
,416090,Western Gull,,26876014
,993041,yellow-footed gull,,27723142
,515357,white-winged gull,,26834990
,791957,European herring gull,,25612822
,515355,Armenian Gull,,26813917
,1041800,Yellow-legged Gull,,26797157
,887691,Great Black-backed Gull,,27748392
,1092580,Caspian Gull,,25608366
,1092571,Slaty-backed Gull,,26875396
,306645,Thayer's Gull,,26931792
,1092574,glaucous-winged gull,,2007652
,1061403,Kumlien's Gull,,32441590
,418481,Kelp Gull,,26787493
,119602,California Gull,,25090502
,887701,Lesser Black-backed Gull,,27704026
,855472,Mew Gull,,27699007
,792987,Sooty Gull,,26851177
,704176,White-eyed Gull,,25687198
,802818,Audouin's Gull,,5816337
,414141,Mediterranean Gull,,26819207
,993037,Great Black-headed Gull,,26923678
,704184,Mongolian gull,,
,993045,Slender-billed Gull,,25679903
,1026258,Bonaparte's Gull,,25629039
,938686,Grey-hooded gull,,27719679
,241571,Hartlaub's Gull,,25779685
,938670,black-headed gull,,31931240
,416082,Red-billed Gull,,2007612
,698967,Brown-hooded Gull,,2007619
,704181,Brown-headed Gull,,25671544
,416080,Andean Gull,,27705579
,254356,Black-billed Gull,,2007615
,887696,Silver Gull,,24957309
,373759,Saunder's gull,,27127805
,80679,Little Gull,,26873112
,525756,short-billed kittiwake,,2007670
,585161,Winter Gull,,24920431
,558955,fork-tailed gull,,32229102
,154126,white-winged gull,,2007588
,738512,Black Skimmer,,25631453
,3596907,African Skimmer,,25663636
,3596906,Indian Skimmer,,26923067
,742640,Parasitic Jaeger,,25629137
,742641,Long-tailed Jaeger,,25635961
,742636,Subantarctic Skua,,24906629
,219032,Pomarine Jaeger,,27768613
,742633,Great Skua,,27748376
,494176,Antarctic Skua,,26788718
,5560028,Antarctic Skua,,26788718
,3597019,Chilean Skua,,31721014
,864865,Atlantic Puffin,,25805308
,1078400,horned puffin,,2007705
,385981,Tufted Puffin,,2007701
,989958,horn-billed auk,,27156300
,280907,Parakeet Auklet,,2007686
,855484,knob-billed auk,,2007697
,855482,whiskered auklet,,2007699
,855480,crested auklet,,2007695
,979353,Aleutian auk,,29210406
,551817,Thick-billed Murre,,25611857
,820016,Common Murre,,27709103
,855485,razor-billed auk,,32337411
,280899,sea dove,,19679256
,280897,Kittlitz's Murrelet,,19671238
,280902,marbled murrelet,,2007683
,1097991,Long-billed Murrelet,,27701645
,1078411,black-throated auk,,27309083
,551819,Crested Murrelet,,27759267
,454492,Craveri's Murrelet,,
,1078413,Xantus's Murrelet,,26779445
,536766,Spectacled Guillemot,,25709896
,280900,Pigeon Guillemot,,2007720
,280901,Arctic guillemot,,25627268
,383929,Crab Plover,,21937788
,180488,Oriental Pratincole,,29205495
,271792,Black-winged Pratincole,,26797156
,3596816,Gray Pratincole,,32386943
,980449,Collared Pratincole,,24945639
,3596817,Madagascar Pratincole,,
,3596818,Small Pratincole,,25646630
,427708,Rock Pratincole,,31664119
,129398,Australian Pratincole,,26904421
,3596826,Somali Courser,,27752625
,3596823,Burchell's Courser,,27705892
,3596825,Indian Courser,,27713559
,214786,Temminck's Courser,,27751909
,3596824,Cream-coloured Courser,,26869370
,3596828,Three-banded Courser,,27117008
,57833,Two-banded Courser,,27117007
,129399,Bronze-winged Courser,,27117005
,3596827,Jerdon's Courser,,27124610
,417274,White-bellied Seed-Snipe,,31374191
,427704,Rufous-bellied Seed-Snipe,,25037167
,481916,Least Seed-Snipe,,27155629
,628490,Grey-breasted Seedsnipe,,27155627
,163953,Plains-wanderer,,31360692
,311533,Australian Painted-snipe,,26902957
,5276,Greater Painted Snipe,,25652616
,953621,South American Painted Snipe,,26884706
,526689,Brong-winged Jacana,,26790529
,5272,Lesser Jacana,,21951855
,332002,Comb-crested Jacana,,24624748
,3597017,Madagascar Jacana,,32776487
,977428,African Jacana,,25657679
,526708,Mexican jacana,,32343945
,332005,Wattled Jacana,,23421788
,977453,Pheasant-tailed Jacana,,26222780
,654835,field plover,,26871295
,1080871,Hudsonian Whimbrel,,27736513
,3596846,slender-billed curlew,,23598435
,425437,Otahiti curlew,,25767833
,808998,Long-billed Curlew,,28670039
,971518,Eurasian Curlew,,27717779
,651069,Little Curlew,,27738216
,341976,Eastern Curlew,,26804228
,3596849,Fute,,26793426
,821753,Ruddy Turnstone,,25634583
,654830,black turnstone,,26785557
,180487,Spoon-billed Sandpiper,,19679307
,5857130,Tuamotu Sandpiper,,27248157
,214779,Red Knot,,25621740
,654828,surfbird,,27749033
,341981,eastern Asiatic knot,,25710839
,651066,broad-billed sandpiper,,25772249
,1090732,reeve,,25772248
,271794,long-toed stint,,29205382
,149072,Temminck's Stint,,25605190
,855479,Purple Sandpiper,,25641756
,236664,rock sandpiper,,26793841
,887705,Dunlin,,25602868
,654822,least or sandpiper,,24958074
,654824,Sanderling,,25783194
,271793,little stint,,24944572
,234673,Bonaparte's sandpiper,,26785969
,768489,Sharp-tailed Sandpiper,,32301126
,234671,Western Sandpiper,,25772054
,1092981,Least Sandpiper,,25660272
,24121,red-necked stint,,29205364
,654826,Baird's Sandpiper,,26785440
,808996,Buff-breasted Sandpiper,,25772053
,633931,Stilt Sandpiper,,25772179
,57825,Pectoral Sandpiper,,31922667
