"Laurasiatheria",392223,"Carnivorans, Bats, Hedgehogs and more"
"Clade119_",,"Armadillos"
"PROBOSCIDEA",226176,"Elephants"
"PERAMELEMORPHIA",852221,"Bandicoots and Bilbies"
"Neobatrachia",535804,"Neobatrachia ‘New Frogs’"
"Clade131_",,"Spadefoot Toads, Asian Horned Frogs and more"
"ALYTIDAE",991545,"Disc-Tongued Frogs"
"BOMBINATORIDAE",1013112,"Fire-bellied Toads"
"PLETHODONTIDAE",515329,"Lungless Salamanders"
"SALAMANDRIDAE",566011,"True Salamanders and Newts"
"AMBYSTOMATIDAE",984723,"Mole Salamanders"
"PROTEIDAE",630300
"SIRENIDAE",515352,"Sirens"
"Onychodactylus",887098,"Clawed Salamanders"
"GALLIFORMES",837585,"Gamebirds"
"ANSERIFORMES",241841,"Waterfowl, Screamers and Magpie Goose"
"Clade166_",,"Hummingbirds, Nightjars and more"
"Podocnemis",709467,"South American River Turtles"
"Clade177_",,"Softshell Turtles"
"Clade178_",,"Flap-shell Turtles"
"Clade181_",,"Wall Lizards, Whiptail Lizards and more"
"Clade184_",,"Blind snakes"
"Clade198_",,"Fairy Armadillos"
"FOLIVORA",495015,"Sloths"
"VERMILINGUA",495016,"Anteaters"
"AFROSORICIDA",5792483,"Tenrecs and golden moles"
"MACROSCELIDEA",604023,"Elephant shrews"
"SIRENIA",226183,"Sea cows"
"HYRACOIDEA",561107,"Hyraxes"
"Loxodonta",541933
"Peramelidae",683254
"Caenolestes",141241
"Caluromys",606433
"Monodelphis",122359
"Heleophryne",160485,"Ghost Frogs"
"Pipa",233481,"Surinam Toads"
"Hymenochirus",940172,"African Dwarf Frogs"
"Dicamptodon",60824,"Pacific Giant Salamanders"
"Necturus",963039,"Waterdogs"
"Pseudobranchus",401981,"Dwarf Sirens"
"RHEIFORMES",829553,"Rheas"
"Megapodiidae",620981,"Megapodes"
"Anhimidae",241842,"Screamers"
"Clade265_",,"Flamingos, Petrels Pigeons, ..."
"Clade266a_",,"Passerines, birds of prey, gulls, and more"
"EURYPYGIFORMES"
"Clade287_",,"Skinks"
"Clade289_",,"Blind snakes, Thread Snakes and Worm Snakes"
"Nephrurus",24140,"Knob-tailed Geckos"
"Gonatodes",666960,"Dwarf Geckos"
"Coleonyx",677279,"Banded Geckos"
"RODENTIA",864593,"Rodents"
"LAGOMORPHA",644242
"SCANDENTIA",574734,"Treeshrews"
"CHIROPTERA",574724,"Bats"
"Microchiroptera",603783,"Microbats"
"Solenodontidae",812332
"Dasypus",796671,"Long-nosed Armadillos"
"Megalonychidae",1025073
"Bradypodidae",273225
"Myrmecophagidae",847766
"CHRYSOCHLORIDAE",54168,"Golden moles"
"TENRECOMORPHA",,"Tenrecs"
"Rhynchocyon",1019438
"Trichechidae",226181
"DIPROTODONTIA",277679,"Kangaroos, Koala, Wallabies, and more"
"DASYUROMORPHIA",277678,"Tasmanian devil, Numbat, and more"
"NOTORYCTEMORPHIA",852222
"MEGOPHRYIDAE",828160,"Karin Hills Frogs, Asian Horned Frogs and more"
"Pelobates",703766,"European Spadefoot Toads"
"SCAPHIOPODIDAE",5792501,"American Spadefoot Toads"
"Batrachoseps",64143,"Slender Salamanders"
"Plethodon",515349,"Woodland Salamanders"
"Paradactylodon",838538,"Mountain Salamanders"
"Nothura",892283,"Nothuras"
"APTERYGIFORMES",816668,"Kiwis"
"CASUARIIFORMES",589166
"Clade395_",,"Pheasants, Quails and Guineafowl"
"Cracidae",109893,"Guans and curassows"
"Anatidae",765193,"Ducks, Geese and Swans"
"CHARADRIIFORMES",313124,"Waders, Gulls, Sandpipers and more"
"PHAETHONTIFORMES",5846355,"Tropicbirds"
"Clade413_",,"Snapping Turtles"
"Clade422_",,"Dragon Lizards"
"Clade423_",,"Chameleons"
"Clade430_",,"Whiptail Lizards"
"Clade440_",,"Flase Coral Snake and Boas"
"Gekko",190149,"Calling Geckos"
"Lepidoblepharis",92697,"Scaly-eyed Geckos"
"SCIURIDAE",384218,"Dormice, Squirrels and more"
"Leporidae",644258,"Rabbits and Hares"
"PRIMATES",913935,"Primates"
"Ochotonidae",644239,"Pikas"
"DERMOPTERA",987673,"Colugos"
"Euarchonta"
"Clade305_"
"Tupaiidae",574732
"Pteropodidae",574742,"Megabats"
"Talpidae",222358,"Moles and Desmans"
"Tamandua",273230
"Dendrohyrax",285368
"VOMBATIFORMES"
"Dasyuridae",408130
"Gracilinanus",608038
"Marmosops",84828
"Thylamys",621892
"SOOGLOSSIDAE",882346,"Purple Frog, Seychelles Palm Frog and more"
"Clade502_",,"True Frogs, Shrub Frogs and more"
"Spea",1013103,"Western Spadefoot Toads"
"Scaphiopus",485826,"Southern Spadefoot Toads"
"Casuariidae",589161,"Cassowaries"
"Numididae",684043,"Guineafowl"
"Clade575_",,"Brush-Turkeys"
"Clade579_",,"Waders and more"
"Clade581_",,"Birds of Prey, Toucans and more"
"CAPRIMULGIFORMES",313132,"Potoos"
"Clade591_",,"Tortoises"
"Brookesia",824519,"Leaf Chameleons"
"Clade607_",,"Iguanas, Basilisks and more"
"Elgaria",651171,"Alligator Lizards and more"
"Podarcis",937560,"Wall Lizards and more"
"Gallotia",685346,"Wall Lizards"
"Clade620_",,"Tropical Night Lizards"
"Xantusia",139525,"Night Lizards"
"Clade633_",,"Vipers, Cobras, Sea Snakes, Whip Snakes and more"
"Clade634_",,"Boas, Pythons, Earth Snakes and more"
"Phyllurus",547135,"Leaf-tailed Geckos"
"Pygopus",836593,"Scalyfoots"
"Phyllodactylus",450934,"Leaf-toed Geckos"
"HYSTRICOMORPHA",44557,"Degus, Porcupines, Chinchillas and more"
"Gliridae",4941180,"Dormice"
"HAPLORRHINI",702152
"STREPSIRRHINI",702147
"Cetartiodactyla",3615249,"Even-toed Ungulates, Whales, Dolphins and Porpoises"
"PERISSODACTYLA",541948,"Odd-toed Ungulates"
"CARNIVORA",44565,"Carnivorans"
"PHOLIDOTA",644252,"Pangolins"
"Insectivora",796664,"Insectivores"
"Uropsilus",339859
"ERINACEOMORPHA",3615225,"Hedgehogs and Gymnuras"
"Soricidae",226446,"Shrews"
"Chaetophractus",10736,"Hairy Armadillos"
"Chrysochloris",1094520
"Chrysospalax",347642
"Elephantulus",604029
"PHALANGERIFORMES",,"Possums, Cuscuses, Trioks and Gliders"
"MACROPODIFORMES",,"Kangaroos, Wallabys and more"
"Vombatidae",323250,"Wombats"
"Echymipera",659173
"Isoodon",141238
"Clade713_",,"Gastric-brooding Frogs, Toadlets and more"
"PTYCHADENIDAE",1081211
"MICROHYLIDAE",1062202,"Microhylid Frogs"
"Aneides",64140,"Climbing salamanders"
"Phasianidae",728070,"Grouse, Pheasants, and more"
"DENDROCYGNA",662607,"Whistling-Ducks"
"Clade807_",,"Sandpipers, Jacanas, Seedsnipes, and more"
"COLIIFORMES",815970,"Mousebirds"
"ACCIPITRIFORMES",4947835
"Clade815_",,"Flamingos and Grebes"
"CAPRIMULGIFORMES",313132,"Nightjars"
"Rhinoclemmys",203556,"Neotropical Wood Turtles"
"Lepidochelys",587323,"Ridley Sea Turtles"
"Uromastyx",362824,"Spiny-tailed Lizards"
"Rhampholeon",300096,"Pygmy Chameleons"
"Anolis",5342306,"Anolis Lizards"
"Varanus",713772,"Monitor Lizards"
"Anniella",891129,"American Legless Lizards"
"Chamaesaura",1063738,"Grass Lizards"
"CASTORIMORPHA",,"Beavers, Pocket Gophers, and more"
"Clade901_",,"Gundis, Degus and Kha-nyou"
"Sciuridae",384218,"Squirrels, Chipmunks, and more"
"Pronolagus",880861
"SIMIIFORMES",386195,"Monkeys and Apes"
"TARSIIFORMES",702151,"Tarsiers"
"Clade912_",,"Lemurs"
"Dendrogale",742279
"Tupaia",574730
"Camelidae",510775
"Equidae",1070066,"Horse family"
"CANIFORMIA",827263,"‘Dog-like’ carnivorans"
"FELIFORMIA",827259,"‘Cat-like’ carnivorans"
"Clade924_",,"Tube-nosed Bats"
"Clade925_",,"Fruit Bats"
"Clade926_",,"Fruit Bats"
"Emballonuridae",581454,"Sac-winged Bats, Sheath-tailed Bats and more"
"Clade935_",,"Gymnures"
"Clade936_",,"Hedgehogs"
"Tolypeutes",1002439,"Three-banded Armadillos"
"Cabassous",1014326,"Naked-tailed Armadillos"
"Hemicentetes",542053
"Petauroidea",5265005
"Phalangeroidea",3607113
"Lasiorhinus",461126
"Planigale",648431
"Didelphis",762047
"Philander",393366
"Micoureus",606440
"CALYPTOCEPHALELLIDAE",346415
"CERATOBATRACHIDAE",1081207
"Brachytarsophrys",1026957,"Karin Hills Frogs"
"Eurycea",1023734,"Brook Salamanders"
"Odontophoridae",594197,"New World quails"
"Clade1074_",,"Currasows"
"ORTALIS",109892,"Chachalacas"
"Turnicidae",810768,"Buttonquails"
"Clade1086_",,"Gulls, Terns, Auks and Plovers"
"Scolopacidae",887699,"Sandpipers and more"
"Chionidae",5852513,"Sheathbills and more"
"Burhinidae",261310,"Thick-knees"
"CARIAMIFORMES",,"Seriemas"
"STRIGIFORMES",1028829,"Owls, Barn Owls"
"Cathartidae",363021,"New World vultures"
"Accipitridae",1036185,"Osprey, kites, hawks and eagles"
"PHOENICOPTERIFORMES",472435,"Flamingos"
"PODICIPEDIFORMES",5553962,"Grebes"
"MUSOPHAGIFORMES",539139,"Turacos"
"GRUIFORMES",967304
"CAPRIMULGIFORMES",313132,"Frogmouths"
"APODIFORMES",609798
"Gopherus",831058,"Gopher Tortoises"
"Bradypodion",208249,"South African Dwarf Chameleons"
"Gambelia",244469,"Leopard Lizards"
"Petrosaurus",391943,"California Rock Lizard"
"Oplurus",160831,"Malagasy Iguanian Lizards"
"Darevskia",1071242,"Wall Lizards"
"Cordylus",628452,"Girdle-tailed Lizards"
"Platysaurus",269287,"Flat Lizards"
"Scincella",741854,"Ground Skinks"
"Ablepharus",1016679,"Snake-eyed Skinks"
"Phelsuma",811474,"Day Geckos"
"Teratoscincus",843711,"Wonder Geckos"
"ANOMALUROMORPHA",,"Springhare and Scaly-tails"
"MYOMORPHA",,"Mouse-like Rodents"
"Castoridae",835319,"Beavers"
"Octodon",169723,"Degus"
"Clade1220_",,"Rock Rats, Viscacha Rats, ..."
"Graphiurus",159163
"Clade1231_",,"5"
"Clade1232_",,"NEW WORLD MONKEYS"
"Clade1233_",,"Eastern Tarsiers"
"Cheirogaleoidea"
"Lorisidae",863755,"Lorises"
"Lorisiformes",702145,"Lorises, Galagos, and Bushbabies"
"_Lemurs_minus_ayeaye",,"Other lemurs"
"Galagidae",786233,"Galagos and Bushbabies"
"Camelus",510767,"Camels"
"Rhinocerotidae",1034218,"Rhinoceros"
"Tapiridae",1068227,"Tapirs"
"Canidae",770319,"Dogs, Wolves, Foxes and more"
"Nyctimene",611442
"Amblysomus",574738
"Neamblysomus",702183
"Oryzorictes",680970
"Microgale",211356
"Micropotamogale",321802
"Pseudocheiridae",141236
"Phalangeridae",323239
"Burramyidae",987677
"Phascogale",648423
"Peroryctes",786365
"Clade1315_",,"Rain Frogs, Saddleback Toads and more"
"MYOBATRACHIDAE",940181
"LIMNODYNASTIDAE",5517930
"HYPEROLIIDAE",535796,"African Wart Frogs, Reed Frogs, Midwife Frogs and more"
"ARTHROLEPTIDAE",968547,"Forest Treefrogs, Night Frogs and more"
"BREVICIPITIDAE",790993
"Hemisus",968536,"Shovelnose Frogs"
"Thorius",224304,"Minute Salamanders"
"Clade1355_",,"Spring Salamanders"
"Hydromantes",953899,"Web-toed Salamanders"
"Clade1408_",,"Partridges"
"PIPILE",1014144,"Piping-Guans"
"Glareolidae",980445,"Coursers and pratincoles"
"Charadriidae",313123,"Plovers"
"FALCONIFORMES",212187,"Falcons and caracaras"
"Tytonidae",402457,"Barn owls"
"Strigidae",1028828,"Owls"
"MESITORNITHIFORMES",,"Mesites"
"COLUMBIFORMES",5553961,"Doves and pigeons"
"PTEROCLIDIFORMES",4947833,"Sandgrouse"
"GAVIIFORMES",70684,"Loons or divers"
"OTIDIFORMES",,"Bustards"
"CUCULIFORMES",212171,"Cuckoos"
"Clade1456_",,"Rails and Finfoots"
"Clade1457_",,"Cranes, Trumpeters and Limpkin"
"Aegothelidae",540031,"Owlet-nightjars"
"Terrapene",1013360,"Box Turtle"
"Pseudemys",1003493,"Cooters"
"Hydrosaurus",873950,"Sailfin Lizards"
"Physignathus",116308,"Water Dragons"
"Phrynosoma",160860,"Horned Lizards"
"Sceloporus",608984,"Spiny Lizards"
"Urosaurus",647089,"Tree and Brush Lizards"
"Arthrosaura",67880,"Spectacled Lizards"
"Oedura",24145,"Velvet Geckos"
"Aristelliger",199573,"Croaking Geckos"
"Lygodactylus",1085749,"Dwarf Geckos"
"Christinus",216472,"Marbled Geckos"
"Anomaluridae",273800,"Scaly-tailed Squirrels"
"Pedetidae",917330,"Springhares"
"Dipodoidea",,"Jerboas, Jumping Mice and Birch Mice"
"Muroidea",839752,"Hamsters, Gerbils, True Mice, Rats and more"
"Clade1590_",,"Pocket Gophers and more"
"CTENODACTYLOMORPHI",,"Gundis"
"Ctenomyidae",410920,"Tuco-tuco"
"Clade1597_",,"Ground Squirrels and more"
"Clade1598_",,"Pygmy Squirrels, Giant Squirrels and more"
"Cercopithecoidea",386194,"Old world monkeys"
"Hominoidea",386191,"Apes"
"Clade1614_",,"Dwarf Lemurs and Mouse Lemurs"
"Phaner",323054,"Fork-marked Lemurs"
"Clade1619_",,"Lorises"
"Suidae",730008,"Pig family"
"Tayassuidae",730004
"Ursidae",297458,"Bears"
"Clade1634_",,"Foxes"
"Felidae",563159,"Cats"
"Hyaenidae",397138,"Hyena family"
"Clade1637_",,"Mongooses and more"
"Eonycteris",113370,"Dawn Bats"
"Harpyionycteris",824869
"Saccolaimus",902783
"Taphozous",652342,"Tomb Bats and more"
"Clade1652_",,"Sheath-tailed Bats"
"Rhinopomatidae",267987,"Mouse-tailed Bats"
"Megadermatidae",813048
"Molossidae",238416
"Vespertilionidae",238434,"Vesper Bats"
"Podogymnura",62446
"Hylomys",17266
"Mesechinus",389121
"Erinaceus",796658
"Atelerix",796656
"Petauridae",323245
"Cercartetus",277689
"Macropodidae",196582
"Potorous",948464
"Bettongia",317162
"Antechinus",74735
"Myoictis",379185
"Ningaui",904315
"Sminthopsis",948480,"Dunnart"
"CRYPTOBATRACHIDAE"
"Clade1737_",,"Screeching Frogs, Night Frogs and more"
"Leptopelis",750017,"Forest Treefrogs"
"Megophrys",626504,"Asian Horned Frogs"
"Pseudoeurycea",174965,"False Brook Salamanders"
"Nototriton",99028,"Moss Salamanders"
"Chiropterotriton",224307,"Splayfoot Salamanders"
"Oedipina",99021,"Worm Salamanders"
"DENDRORTYX",3596008,"Wood-Partridges"
"Clade1815_",,"Argus"
"CYGNUS",5559047,"True Swans"
"ANSERINI",,"True Geese"
"Clade1837_",,"Auklets and Puffins"
"Thinocoridae",628493,"Seedsnipes"
"Rostratulidae",5274,"Painted-snipes"
"Jacanidae",331999,"Jacanas"
"Numenius",193426,"Curlews"
"Charadriidae",313123,"Dotterels, Plovers and more"
"PSITTACIFORMES",1020133,"Parrots"
"PASSERIFORMES",1041547,"Passerine birds"
"TROGONIFORMES",539130,"Trogons"
"Phodilus",178684,"Bay-owls"
"Clade1860_",,"Hawk-owls, Boobook and more"
"Clade1863_",,"Kites, Eagles and more"
"Clade1865_",,"Ground doves"
"Clade1880_",,"Floricans"
"Rallidae",414340,"Rails, crakes and more"
"Psophiidae",915652,"Trumpeters"
"Trochilidae",810751,"Hummingbirds"
"Clade1893_",,"Swifts and Treeswifts"
"Microlophus",187682,"Lava Lizards"
"Bachia",745056,"Spectacled Lizards"
"Clade2003_",,"Vipers"
"Hemidactylus",115207,"House Geckos"
"Pseudogekko",544872,"False Geckos"
"Lepidodactylus",115216,"Scaly-toed Geckos"
"Anomalurus",273808
"Allactaga",475307,"Jerboas"
"Clade2029_",,"Pocket Mice"
"Clade2030_",,"Kangaroo Mice"
"Thomomys",342243
"Clade2035_",,"Agoutis, Porcupines and more"
"Aconaemys",434311
"Clade2040_",,"Ground Squirrels"
"Eliomys",964575
"Myomimus",1038447
"HystricomorphsMinusEarlyBranch_",,"Porcupines, mole rats, chinchillas, ..."
"Sylvilagus",864604,"Cottontail Rabbits"
"Hominidae",770311,"Great apes"
"Hylobatidae",166544,"Gibbons"
"Atelidae",1056467,"Howler, Spider, and Woolly Monkeys"
"Clade2062_",,"Night Monkeys"
"Cheirogaleus",388417
"Lepilemuridae",885703,"Sportive Lemurs"
"Lemuridae",913933,"True lemurs"
"Indridae",1058643,"Indri, Woolly Lemurs, and Sifakas"
"Arctocebus",323053
"Loris",863754
"Nycticebus",152021
"Tragulidae",986969,"Mouse deer"
"CETACEA",698424,"Whales, Dolphins and Porpoises"
"Hippopotamidae",510764
"Babyrousa",773458
"Rhinoceros",1087499
"Clade2091_",,"Seals, Sea Lions and Walrus"
"Herpestidae",42311
"Clade2099_",,"Civets, Linsangs and Genets"
"Myonycteris",558425
"Macroglossus",10725
"Clade2114_",,"Blossom Bats"
"Nycteridae",1018272,"Slit-faced Bats"
"Thyropteridae",267980
"Miniopterus",238423,"Long-winged Bats"
"Paraechinus",429251
"Hemiechinus",429238
"Myosorex",543347
"Crocidura",809501
"Paracrocidura",1076519
"Sorex",226394
"Blarinella",505777
"Blarina",54159
"Cryptotis",930678,"Small-eared shrews and more"
"Anourosorex",1012758,"Mole shrews"
"Notiosorex",495635
"Acrobatidae",852219
"Petaurus",423939,"Gliders"
"Pseudochirulus",1092088
"Ailurops",579329
"AMPHIGNATHODONTIDAE",,"Marsupial Frogs"
"Cryptobatrachus",1091968,"Backpack Frogs"
"Clade2197_",,"Rain Frogs"
"Mixophyes",1073180,"Barred Frogs"
"Rheobatrachus",918195,"Gastric-brooding Frogs"
"DICROGLOSSIDAE",1081208
"PHRYNOBATRACHIDAE",504589,"Dwarf Puddle Frogs"
"Bolitoglossa",515331,"Tropical Climbing Salamanders"
"Cryptotriton",99024,"Hidden Salamanders"
"Dendrotriton",99034,"Bromeliad Salamanders"
"ODONTOPHORUS",594189,"Wood-Quails"
"BRANTA",714463,"Black Geese"
"NETTAPUS",436832,"Pygmy-Geese"
"Laridae",887693,"Gulls and terns"
"Limosa",1080868,"Godwits"
"Micrastur",1015202,"Forest-falcons"
"Clade2361_",,"New Zealand Parrots"
"Acanthisittidae",901940,"New Zealand wrens"
"BUCEROTIFORMES",341907,"Hornbills, Woodhoopoes and Hoopoe"
"Corythaixoides",842347,"Go-away-birds"
"Crinifer",198670,"Plantain-eaters"
"PROCELLARIIFORMES",452461,"Albatrosses, Shearwaters and Petrels"
"SPHENISCIFORMES",494366,"Penguins"
"CICONIIFORMES",363022,"Storks"
"Clade2399_",,"Malkoha, Koels and other cuckoos"
"Gruidae",446460,"Cranes"
"Apodidae",609796,"Swifts"
"Hemiprocnidae",882744,"Treeswifts"
"Clade2421_",,"Nighthawks, Pauraques and more"
"Clade2428_",,"Typical Tortoises"
"Kinixys",410010,"Hinged Tortoises"
"Draco",631611,"Flying Dragons"
"Leiocephalus",970144,"Curly-tailed Lizards"
"Ophisaurus",399764,"Glass Lizards"
"Gastropholis",132510,"Wall Lizards"
"Anomalopus",730563,"Worm-skinks"
"Clade2526_",,"Cobras, Sea Snakes, Water Snakes and more"
"Strophurus",440288,"Spiny-tailed Geckos"
"Cyrtodactylus",917731,"Bent-toed Geckos"
"Gehyra",24143,"Web-toed Geckos"
"Idiurus",273807
"Perognathus",1024545
"Chaetodipus",427273
"Dipodomys",342249
"Microdipodops",241225
"Geomys",1021691
"Dolichotis",754341
"Sciurotamias",902083,"Rock Squirrels"
"Lepus",864610,"Hares and Jackrabbits"
"Clade2591_",,"Guenons, ..."
"Clade2593_",,"Colobus Monkeys"
"Clade2594_",,"Langurs, Surilis, ..."
"Clade2595_",,"African apes"
"Pongo",417949,"Orangutans"
"Nomascus",712901,"Nomascus"
"Alouatta",489216,"Howler Monkeys"
"Clade2601_",,"Saki and more"
"Clade2602_",,"Titi Monkeys"
"Varecia",388419,"Ruffed Lemurs"
"ODONTOCETI",698417,"Toothed Whales"
"MYSTICETI",800314,"Great Whales"
"Phacochoerus",1036752
"Phocidae",749626,"True seals"
"Vulpes",821970
"Urocyon",264179
"Puma",1036651
"Hyaena",383900
"Dyacopterus",606021
"Aethalops",37733
"Eidolon",113374
"Syconycteris",164532
"Dobsonia",988790,"Bare-backed Fruit Bats"
"Saccopteryx",190914,"Sac-winged Bats"
"Megaderma",289145
"Rhinolophidae",635025,"Horseshoe Bats"
"Hipposideridae",4943063,"Old World Leaf-nosed Bats"
"Furipteridae",1060468
"Natalidae",1018309,"Funnel-eared Bats"
"Noctilionidae",759861
"Surdisorex",3614604
"Clade2705_",,"Water shrews"
"Dactylopsila",852213
"Pseudochirops",663613
"Spilocuscus",234935
"Trichosurus",323243
"HYLIDAE",535782,"Treefrogs and more"
"CRAUGASTORIDAE",63341
"Clade2747_",,"Toadlets and more"
"PYXICEPHALIDAE",504591
"Phlyctimantis",462985,"African Striped Frogs"
"Leptodactylodon",487657,"Egg Frogs"
"COLINUS",204725,"Bobwhites"
"CHEN",5559046,"White Geese"
"ANSER",190884,"Grey Geese"
"Clade2903_",,"Terns and Noddies"
"Stercorariidae",168297,"Skuas and jaegers"
"Alcidae",855478,"Auks"
"Arenaria",821756,"Turnstones"
"Clade2915_",,"Sandpipers, Knots and more"
"Haematopodidae",675126,"Oystercatchers"
"Recurvirostridae",703807,"Stilts and avocets"
"Clade2924_",,"Caracaras"
"Clade2929_",,"Cockatoos, Corellas and more"
"Clade2931_",,"Antbirds, Ovenbirds and more"
"Passeri",,"Songbirds"
"Clade2934_",,"Quetzals"
"Clade2937_",,"Hornbills"
"Clade2938_",,"Woodhoopoes and more"
"CORACIIFORMES",938409,"Bee-eaters, Kingfishers and more"
"PICIFORMES",472432
"Clade2944_",,"Scops-owls"
"Clade2953_",,"Bleeding heart doves, Ground-doves and more"
"Hydrobatidae",558083,"Storm-petrels"
"PELECANIFORMES",969837
"SULIFORMES",5846354,"Cormorants, Anhingas, Gannets and Frigatebirds"
"Centropus",1039514,"Coucals"
"Crotophaga",1041422,"Anis"
"Clade2981_",,"Ground-Cuckoos and Roadrunners"
"Sarothrura",399793,"Flufftails"
"Porphyrio",553408,"Swamphen, Gallinules and Takane"
"Clade3002_",,"Hermits and Barbthroats"
"Clade3006_",,"Nighthawks"
"Clade3030_",,"Map Turtles"
"Laudakia",58622,"Asian Rock Agamas"
"Phrynocephalus",58624,"Toadhead Agamas"
"Ctenophorus",450881,"Comb-bearing Dragons"
"Holbrookia",244459,"Lesser Earless Lizards"
"Polychrus",970142,"Bush Anoles"
"Stenocercus",647079,"Whorltail Iguanas"
"Takydromus",963734,"Grass Lizards"
"Hemiergis",508438,"Earless Skinks"
"Sphenomorphus",1016673,"Common Skinks"
"Prasinohaema",1085101,"Green-blooded Skink"
"Acontias",601077,"Lance Skinks"
"Pygeretmus",692177,"Fat-tailed Jerboas"
"Clade3146_",,"Deer Mice, Harvest Mice, Woodrats and more"
"Ctenodactylus",692689
"Cuniculidae",438471
"Clade3167_",,"Chinchilla Rats"
"Hydrochoerus",744023,"Capybaras"
"Clade3169_",,"Chinchillas, Viscachas and more"
"Xerus",327766
"Funambulus",1030039
"Clade3192_",,"Mangabeys, Baboons and more"
"Macaca",268324,"Macaques"
"Colobus",1000283
"Gorilla",417969,"GORILLAS"
"Ateles",791703,"Spider Monkeys"
"Pithecia",1058652
"Clade3213_",,"Night Monkeys"
"Microcebus",734824
"Clade3221_",,"Bamboo Lemurs"
"Avahi",516004
"Propithecus",311203,"Sifakas"
"Bovidae",768677,"Bovids"
"Giraffidae",768685
"Tragulus",986968
"Physeteridae",276861,"Sperm Whales"
"Potamochoerus",995191
"Procyonidae",872571,"Raccoons, Olingos and more"
"Otariidae",749638
"Prionailurus",570215
"Cynopterus",574740
"Notopteris",687489
"Melonycteris",687488
"Pteralopex",164525,"Monkey-faced Bats"
"Clade3272_",,"Flying Foxes"
"Diclidurus",353068,"Ghost Bats"
"Mormoopidae",292475,"Mustached Bats and more"
"Phyllostomidae",289151
"Neomys",276751
"Chimarrogale",634076,"Water shrews"
"Dendrolagus",277693
"Dorcopsis",567257
"Dorcopsulus",567248
"Clade3348_",,"Glassfrogs and more"
"Brachycephalus",719425,"Saddleback Toads"
"Euparkerella",387681,"Guanabara Frogs"
"Clade3375_",,"Tinker Frogs"
"RHACOPHORIDAE",432783,"Shrub Frogs"
"MANTELLIDAE",38969
"RANIDAE",364560
"NYCTIBATRACHIDAE",1081210
"Afrixalus",652142,"Banana Frogs"
"Kassina",535794,"Running Frogs"
"Acanthixalus",532108,"African Wart Frogs"
"Arthroleptis",968551,"Screeching Frogs"
"Cardioglossa",1028305,"Long-fingered Frogs"
"Clade3530_",,"Peafowl or Peacocks"
"TETRAOGALLUS",849541,"Snowcocks"
"ANAS",765185,"Teals, Shovelers and more"
"Clade3557_",,"Gulls and Kittiwakes"
"Rynchops",738517,"Skimmers"
"Limnodromus",1080870,"Dowitchers"
"Vanellus",661812,"Lapwings"
"Recurvirostra",917050,"Avocets"
"Clade3580_",,"Stilts"
"Microhierax",438654,"Falconets"
"Clade3590_",,"Parrotlets, Parakeets, Macaws and more"
"Clade3593_",,"Broadbills, Pittas, Asities and more"
"Clade3595_",,"Scrub-birds, Lyrebirds"
"Bucerotidae",489457,"Hornbills"
"Phoeniculidae",834689,"Woodhoopoes"
"Meropidae",815968,"Bee-eaters"
"Clade3607_",,"Puffbirds and Jacamars"
"Clade3608_",,"Woodpeckers, Honeyguides, Toucans and Barbets"
